marker_name,frame,time_s,x_px,y_px,x_m,y_m,confidence
M2,139,2.3167,581.50,177.00,0.338975,-0.045086,1.0000
M2,140,2.3333,577.50,177.00,0.341319,-0.045146,1.0000
M2,141,2.3500,571.50,177.00,0.344834,-0.045236,1.0000
M2,142,2.3667,565.50,176.00,0.348335,-0.045912,1.0000
M2,143,2.3833,561.50,176.00,0.350678,-0.045972,1.0000
M2,144,2.4000,555.50,175.00,0.354178,-0.046647,1.0000
M2,145,2.4167,551.50,176.00,0.356537,-0.046122,1.0000
M2,146,2.4333,545.50,175.00,0.360037,-0.046798,1.0000
M2,147,2.4500,540.50,173.00,0.362937,-0.048044,1.0000
M2,148,2.4667,536.50,173.00,0.365280,-0.048104,1.0000
M2,149,2.4833,531.50,173.00,0.368210,-0.048179,1.0000
M2,150,2.5000,526.50,173.00,0.371139,-0.048254,1.0000
M2,151,2.5167,521.50,171.00,0.374039,-0.049501,1.0000
M2,152,2.5333,516.50,171.00,0.376968,-0.049576,1.0000
M2,153,2.5500,509.50,170.00,0.381054,-0.050267,1.0000
M2,154,2.5667,507.50,171.00,0.382241,-0.049711,1.0000
